timestamp,value
2010-07-25T00:00:00Z,0.00000032797548572485785
2010-07-26T00:00:00Z,0.0000002853822470038205
2010-07-27T00:00:00Z,0.0000003347489929864583
2010-07-28T00:00:00Z,0.0000003259623098658058
2010-07-29T00:00:00Z,0.00000033676080831539544
2010-07-30T00:00:00Z,0.000000362745222969586
2010-07-31T00:00:00Z,0.0000003594426055573719
2010-08-01T00:00:00Z,0.00000034048168764833624
2010-08-02T00:00:00Z,0.00000034108943772657387
2010-08-03T00:00:00Z,0.00000034066551377266723
2010-08-04T00:00:00Z,0.0000003314979451748523
2010-08-05T00:00:00Z,0.00000032912793514026914
2010-08-06T00:00:00Z,0.0000003392919159534467
2010-08-07T00:00:00Z,0.00000033179517998072606
2010-08-08T00:00:00Z,0.00000032394980264334255
2010-08-09T00:00:00Z,0.00000034687026582153015
2010-08-10T00:00:00Z,0.00000037048556286111754
2010-08-11T00:00:00Z,0.00000037472238080341484
2010-08-12T00:00:00Z,0.0000003494832416151961
2010-08-13T00:00:00Z,0.0000003542847062983877
2010-08-14T00:00:00Z,0.0000003543810473012308
2010-08-15T00:00:00Z,0.00000035264167533392707
2010-08-16T00:00:00Z,0.0000003464723931650706
2010-08-17T00:00:00Z,0.0000003457448764930106
2010-08-18T00:00:00Z,0.0000003713277323418877
2010-08-19T00:00:00Z,0.0000003538246799085396
2010-08-20T00:00:00Z,0.00000034416143646259243
2010-08-21T00:00:00Z,0.0000003401718721429796
2010-08-22T00:00:00Z,0.0000003276592644009634
2010-08-23T00:00:00Z,0.00000033745312085513025
2010-08-24T00:00:00Z,0.0000003381262155979863
2010-08-25T00:00:00Z,0.0000003328829383163271
2010-08-26T00:00:00Z,0.0000003295245114480944
2010-08-27T00:00:00Z,0.00000032724935484494994
2010-08-28T00:00:00Z,0.00000032924752003248384
2010-08-29T00:00:00Z,0.0000003257892523830125
2010-08-30T00:00:00Z,0.0000003177782784899681
2010-08-31T00:00:00Z,0.0000003197618737894675
2010-09-01T00:00:00Z,0.0000003068534508728453
2010-09-02T00:00:00Z,0.0000003051130727483393
2010-09-03T00:00:00Z,0.0000003123954439523172
2010-09-04T00:00:00Z,0.00000030627823250382415
2010-09-05T00:00:00Z,0.00000030982198359511264
2010-09-06T00:00:00Z,0.00000030689720637392085
2010-09-07T00:00:00Z,0.0000003044483377112011
